service_date,route_id,direction_id,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway
2025-01-02,100,Outbound,65553189.0,52711,welst,1,Startpoint,Schedule,1900-01-02T01:15:00Z,1900-01-02T01:17:16Z,1980.0,
2025-01-02,100,Outbound,65553189.0,8301,elm,5,Endpoint,Schedule,1900-01-02T01:28:00Z,1900-01-02T01:28:18Z,1980.0,
2025-01-02,100,Outbound,65553284.0,52711,welst,1,Startpoint,Schedule,1900-01-01T12:10:00Z,1900-01-01T12:12:55Z,1500.0,
2025-01-02,100,Outbound,65553284.0,8301,elm,5,Endpoint,Schedule,1900-01-01T12:24:00Z,1900-01-01T12:25:21Z,1740.0,
2025-01-02,100,Inbound,65553324.0,8302,elm,1,Startpoint,Schedule,1900-01-01T10:30:00Z,1900-01-01T10:28:50Z,1800.0,
2025-01-02,100,Inbound,65553324.0,52720,welst,5,Endpoint,Schedule,1900-01-01T10:41:00Z,1900-01-01T10:41:20Z,1800.0,
2025-01-02,100,Outbound,65553350.0,52711,welst,1,Startpoint,Schedule,1900-01-01T18:17:00Z,1900-01-01T18:18:07Z,2220.0,
2025-01-02,100,Outbound,65553350.0,8301,elm,5,Endpoint,Schedule,1900-01-01T18:30:00Z,1900-01-01T18:30:49Z,2220.0,
2025-01-02,100,Outbound,65553351.0,52711,welst,1,Startpoint,Schedule,1900-01-01T18:50:00Z,1900-01-01T18:50:58Z,1980.0,
2025-01-02,100,Outbound,65553351.0,8301,elm,5,Endpoint,Schedule,1900-01-01T19:04:00Z,1900-01-01T19:04:18Z,2040.0,
2025-01-02,100,Inbound,65553352.0,8302,elm,1,Startpoint,Schedule,1900-01-01T19:10:00Z,1900-01-01T19:10:19Z,2100.0,
2025-01-02,100,Inbound,65553352.0,52720,welst,5,Endpoint,Schedule,1900-01-01T19:24:00Z,1900-01-01T19:21:45Z,2100.0,
2025-01-02,100,Outbound,65553353.0,52711,welst,1,Startpoint,Schedule,1900-01-01T19:30:00Z,1900-01-01T19:30:41Z,2400.0,
2025-01-02,100,Outbound,65553353.0,8301,elm,5,Endpoint,Schedule,1900-01-01T19:45:00Z,1900-01-01T19:44:36Z,2460.0,
2025-01-02,100,Inbound,65553354.0,8302,elm,1,Startpoint,Schedule,1900-01-01T19:50:00Z,1900-01-01T19:50:19Z,2400.0,
2025-01-02,100,Inbound,65553354.0,52720,welst,5,Endpoint,Schedule,1900-01-01T20:04:00Z,1900-01-01T20:04:43Z,2400.0,
2025-01-02,100,Inbound,65553409.0,8302,elm,1,Startpoint,Schedule,1900-01-01T11:50:00Z,1900-01-01T11:49:46Z,1200.0,
2025-01-02,100,Inbound,65553409.0,52720,welst,5,Endpoint,Schedule,1900-01-01T12:07:00Z,1900-01-01T12:05:30Z,1500.0,
2025-01-02,100,Inbound,65553704.0,8302,elm,1,Startpoint,Schedule,1900-01-01T18:35:00Z,1900-01-01T18:35:17Z,2100.0,
2025-01-02,100,Inbound,65553704.0,52720,welst,5,Endpoint,Schedule,1900-01-01T18:49:00Z,1900-01-01T18:48:17Z,2100.0,
2025-01-02,100,Inbound,65553741.0,8302,elm,1,Startpoint,Schedule,1900-01-01T12:10:00Z,1900-01-01T12:12:10Z,1200.0,
2025-01-02,100,Inbound,65553741.0,52720,welst,5,Endpoint,Schedule,1900-01-01T12:29:00Z,1900-01-01T12:24:36Z,1320.0,
2025-01-02,100,Outbound,65553742.0,52711,welst,1,Startpoint,Schedule,1900-01-01T12:33:00Z,1900-01-01T12:26:17Z,1380.0,
2025-01-02,100,Outbound,65553742.0,8301,elm,5,Endpoint,Schedule,1900-01-01T12:47:00Z,1900-01-01T12:47:19Z,1380.0,
2025-01-02,100,Outbound,65553767.0,52711,welst,1,Startpoint,Schedule,1900-01-02T02:25:00Z,1900-01-02T02:27:26Z,2100.0,
2025-01-02,100,Outbound,65553767.0,8301,elm,5,Endpoint,Schedule,1900-01-02T02:38:00Z,1900-01-02T02:37:44Z,2100.0,
2025-01-02,100,Inbound,65553768.0,8302,elm,1,Startpoint,Schedule,1900-01-02T02:45:00Z,1900-01-02T02:45:52Z,2100.0,
2025-01-02,100,Inbound,65553768.0,52720,welst,5,Endpoint,Schedule,1900-01-02T02:55:00Z,1900-01-02T02:55:40Z,2100.0,
2025-01-02,100,Outbound,65553769.0,52711,welst,1,Startpoint,Schedule,1900-01-02T03:00:00Z,1900-01-02T03:01:00Z,2100.0,
2025-01-02,100,Outbound,65553769.0,8301,elm,5,Endpoint,Schedule,1900-01-02T03:11:00Z,1900-01-02T03:12:26Z,1980.0,
